"レベル","単元","グループ","単語(中文)","ピンイン","訳(日本語)","例文(中文)","例文(ピンイン)","例文訳","単語音声ファイル","日本語音声ファイル","例文音声ファイル"
5,545,107,"交际","jiāo jì","交際する・付き合う","他的交际能力很好。","Tā de jiāo jì néng lì hěn hǎo.","彼のコミュニケーション能力がいいです。",5Qtango0545.mp3,5Qimi0545.mp3,5Qreibun0545.mp3
5,691,107,"零钱","líng qián","小銭・小遣い銭","我没带零钱。","Wǒ méi dài líng qián. ","私は小銭を持っていないです。",5Qtango0691.mp3,5Qimi0691.mp3,5Qreibun0691.mp3
5,837,107,"强调","qiáng diào","強調する","他最后特别强调：“必须保证产品的质量。”","Tā zuì hòu tè bié qiáng diào ：“bì xū bǎo zhèng chǎn pǐn de zhì liàng.”","彼は最後に特に強調しました。「製品の質を必ず保証しなければなりません。」",5Qtango0837.mp3,5Qimi0837.mp3,5Qreibun0837.mp3
5,983,107,"手指","shǒu zhǐ","手の指","人有十根手指。","Rén yǒu shí gēn shǒu zhǐ.","人間は十本の手の指があります。",5Qtango0983.mp3,5Qimi0983.mp3,5Qreibun0983.mp3
5,1128,107,"无奈","wú nài","しかたがない・しょうがない","那些“女主外、男主内”的家庭形式大多是由于经济状况的无奈选择。","Nà xiē “nǚ zhǔ wài, nán zhǔ nèi” de jiā tíng xíng shì dà duō shì yóu yú jīng jì zhuàng kuàng de wú nài xuǎn zé.","家庭における「女は外、男は中」というスタイルについて、多くは経済状況的にしかたがないという理由によるものです。",5Qtango1128.mp3,5Qimi1128.mp3,5Qreibun1128.mp3
5,1273,107,"硬件","yìng jiàn","ハードウェア","电脑的硬件出了问题。","Diàn nǎo de yìng jiàn chū le wèn tí.","コンピューターのハードウェアに問題が生じました。",5Qtango1273.mp3,5Qimi1273.mp3,5Qreibun1273.mp3
5,1418,107,"资金","zī jīn","資金","很高兴这次能一起拍电影，对你们资金方面的支持再次表示感谢。","Hěn gāo xìng zhè cì néng yì qǐ pāi diàn yǐng, duì nǐ men zī jīn fāng miàn de zhī chí zài cì biǎo shì gǎn xiè.","今回は一緒に映画を撮ることができてうれしいです。みなさんの資金面でのご支援に改めて感謝いたします。",5Qtango1418.mp3,5Qimi1418.mp3,5Qreibun1418.mp3
5,108,108,"朝代","cháo dài","～王朝時代・朝","这是哪个朝代的服装？真好看。","Zhè shì nǎ ge cháo dài de fú zhuāng? Zhēn hǎo kàn.","これはどの王朝の時代の服装ですか？本当にきれいですね。",5Qtango0108.mp3,5Qimi0108.mp3,5Qreibun0108.mp3
5,254,108,"逗","dòu","あやす・からかう：（ある感情を）起こさせる","我喜欢逗孩子玩儿。","Wǒ xǐ huan dòu hái zi wán r.","私は子供をあやすのが好きです。",5Qtango0254.mp3,5Qimi0254.mp3,5Qreibun0254.mp3
5,400,108,"观察","guān chá","観察する","他曾仔细观察过学生上课时选座位的情况。","Tā céng zǐ xì guān chá guo xué sheng shàng kè shí xuǎn zuò wèi de qíng kuàng.","彼はかつてつぶさに学生が授業で座席を選ぶ状況を観察しました。",5Qtango0400.mp3,5Qimi0400.mp3,5Qreibun0400.mp3
5,546,108,"交往","jiāo wǎng","交際（する）・付き合う","宠物会促进主人们之间的人际交往，减少孤独。","Chǒng wù huì cù jìn zhǔ rén men zhī jiān de rén jì jiāo wǎng, jiǎn shǎo gū dú.","ペットは主人たちの間の交流を促進し、孤独を減らしてもくれます。",5Qtango0546.mp3,5Qimi0546.mp3,5Qreibun0546.mp3
5,692,108,"零食","líng shí","おやつ・間食","她经常买零食。","Tā jīng cháng mǎi líng shí.","彼女はよくおやつを買います。",5Qtango0692.mp3,5Qimi0692.mp3,5Qreibun0692.mp3
5,838,108,"强烈","qiáng liè","きわめて強い・強烈だ","赤道地区，尽管阳光的照射很强烈，但白天气温很少超过35℃。","Chì dào dì qū, jǐn guǎn yáng guāng de zhào shè hěn qiáng liè, dàn bái tiān qì wēn hěn shǎo chāo guò 3 5 ℃.","赤道地区では日光の照りつけが強くても、日中の温度が摂氏35度を超えるところはほとんどないです。",5Qtango0838.mp3,5Qimi0838.mp3,5Qreibun0838.mp3
5,984,108,"受伤","shòu shāng","傷を受ける・負傷する","你真没用,连一只受伤的兔子都追不到！","Nǐ zhēn méi yòng，lián yì zhī shòu shāng de tù zi dōu zhuī bú dào!","あなたは本当に使えませんね。傷を負ったウサギにすら追いつけないなんて!",5Qtango0984.mp3,5Qimi0984.mp3,5Qreibun0984.mp3
5,1129,108,"无数","wú shù","数え切れない・無数だ","我听他无数次提起自己的童年往事。","Wǒ tīng tā wú shù cì tí qǐ zì jǐ de tóng nián wǎng shì.","彼の話す小さい頃の思い出を数え切れないほど何回も聞いたことがあります。",5Qtango1129.mp3,5Qimi1129.mp3,5Qreibun1129.mp3
5,1274,108,"应付","yìng fu","（事を適切に）処理する・善処する","据统计，一般人92％的忧虑从未发生过，剩下的8％则是你能够轻易应付的。","Jù tǒng jì, yì bān rén 9 2 % de yōu lǜ cóng wèi fā shēng guo, shèng xià de 8 % zé shì nǐ néng gòu qīng yì yìng fu de.","統計によると、一般人の92%の悩みはまだ発生していないもので、一方残りの8 %は自身で容易に処理できるものです。",5Qtango1274.mp3,5Qimi1274.mp3,5Qreibun1274.mp3
5,1419,108,"资料","zī liào","資料・データ","注册会员要填很多个人资料吗？","Zhù cè huì yuán yào tián hěn duō gè rén zī liào ma?","会員を登録するには個人情報をたくさん入力しないといけないですか？",5Qtango1419.mp3,5Qimi1419.mp3,5Qreibun1419.mp3
5,109,109,"潮湿","cháo shī","湿っぽい・じっとりする","最近天气很潮湿。","Zuì jìn tiān qì hěn cháo shī.","最近湿っぽくてじめじめします。",5Qtango0109.mp3,5Qimi0109.mp3,5Qreibun0109.mp3
5,255,109,"豆腐","dòu fu","豆腐","那个麻辣豆腐做得好吧？","Nà ge má là dòu fu zuò de hǎo ba?","あの麻辣豆腐はうまくできていたでしょう？",5Qtango0255.mp3,5Qimi0255.mp3,5Qreibun0255.mp3
5,401,109,"观点","guān diǎn","観点・見解","画家的主要观点是什么？","Huà jiā de zhǔ yào guān diǎn shì shén me?","画家の主な見解は何ですか？",5Qtango0401.mp3,5Qimi0401.mp3,5Qreibun0401.mp3
5,547,109,"郊区","jiāo qū","近郊地区","上周末我们去郊区玩儿了。","Shàng zhōu mò wǒ men qù jiāo qū wán r le.","先週末に私たちは郊外に遊びに行きました。",5Qtango0547.mp3,5Qimi0547.mp3,5Qreibun0547.mp3
5,693,109,"灵活","líng huó","機敏だ・臨機応変だ","如果他灵活一点，帮老板买到一份盒饭并不是什么难事。","Rú guǒ tā líng huó yì diǎn, bāng lǎo bǎn mǎi dào yí fèn hé fàn bìng bú shì shén me nán shì.","彼がもうちょっと機敏であれば、社長のために弁当を買うのは何も難しいことではないのです。",5Qtango0693.mp3,5Qimi0693.mp3,5Qreibun0693.mp3
5,839,109,"抢","qiǎng","奪う","富翁顿时醒悟：自己背着那么重的珠宝，怕丢，又怕被别人抢，怎么会快乐呢？","Fù wēng dùn shí xǐng wù: Zì jǐ bēi zhe nà me zhòng de zhū bǎo, pà diū, yòu pà bèi bié ren qiǎng, zěn me huì kuài lè ne?","富豪はにわかに悟りました：自分はあんなに重い財宝を背負っていて、失ったり、他人に奪われたりすることが心配で、どうして楽しくなれるでしょうか？",5Qtango0839.mp3,5Qimi0839.mp3,5Qreibun0839.mp3
5,985,109,"寿命","shòu mìng","寿命・命","中国人的平均寿命是70岁。","Zhōng guó rén de píng jūn shòu mìng shì 7 0 suì.","中国人の平均寿命は７０歳です。",5Qtango0985.mp3,5Qimi0985.mp3,5Qreibun0985.mp3
5,1130,109,"无所谓","wú suǒ wèi","どうでもよい：～とはいえない","那事对他来说无所谓。","Nà shì duì tā lái shuō wú suǒ wèi.","彼にとってそんなことはどうでもよいです。",5Qtango1130.mp3,5Qimi1130.mp3,5Qreibun1130.mp3
5,1275,109,"应聘","yìng pìn","招聘（募集）に応じる","你应聘的那家公司有消息了吗？","Nǐ yìng pìn de nà jiā gōng sī yǒu xiāo xi le ma?","あなたが応募したあの会社からは連絡がありましたか？",5Qtango1275.mp3,5Qimi1275.mp3,5Qreibun1275.mp3
5,1420,109,"资源","zī yuán","資源","山西旅游资源丰富。","Shān xī lǚ yóu zī yuán fēng fù.","山西（地名）は旅行資源が豊富です。",5Qtango1420.mp3,5Qimi1420.mp3,5Qreibun1420.mp3
5,110,110,"炒","chǎo","炒める","炒这道菜的时候要记得多放糖。","Chǎo zhè dào cài de shí hou yào jì de duō fàng táng.","この料理を炒める時は多めに砂糖を入れる事を覚えておかなければなりません。",5Qtango0110.mp3,5Qimi0110.mp3,5Qreibun0110.mp3
5,256,110,"度过","dù guò","過ごす・暮らす","很多人靠呆在家里安安稳稳地看电视来度过时间。","Hěn duō rén kào dāi zài jiā li ān ān wěn wěn de kàn diàn shì lái dù guò shí jiān.","多くの人が家でだらだらとテレビを見ることで時間を過ごすのです。",5Qtango0256.mp3,5Qimi0256.mp3,5Qreibun0256.mp3
5,402,110,"观念","guān niàn","思想・観念","每个地区的环境不同，人们的生活方式、思想观念也就不同。","Měi ge dì qū de huán jìng bù tóng, rén men de shēng huó fāng shì, sī xiǎng guān niàn yě jiù bù tóng.","どの地区も環境がそれぞれ異なり、人々の生活方式や思想観念もそれによって変化します。",5Qtango0402.mp3,5Qimi0402.mp3,5Qreibun0402.mp3
5,548,110,"胶水","jiāo shuǐ","液状のり・液体のり","你有胶水吗？借我用一下。","Nǐ yǒu jiāo shuǐ ma? Jiè wǒ yòng yí xià.","液体のりを持っていますか？ちょっと貸してくださいますか？",5Qtango0548.mp3,5Qimi0548.mp3,5Qreibun0548.mp3
5,694,110,"领导","lǐng dǎo","指導（する）：指導者","他接电话的方式让老板相信他可以领导好一个客服部。","Tā jiē diàn huà de fāng shì ràng lǎo bǎn xiāng xìn tā kě yǐ lǐng dǎo hǎo yí ge kè fú bù.","彼の電話の応対の仕方から、社長は彼が接客部をうまく指導していけると確信しました。",5Qtango0694.mp3,5Qimi0694.mp3,5Qreibun0694.mp3
5,840,110,"悄悄","qiāo qiāo","ひそひそと・こっそり","他悄悄地走出去了。","Tā qiāo qiāo de zǒu chū qù le.","彼はこっそり出て行きました。",5Qtango0840.mp3,5Qimi0840.mp3,5Qreibun0840.mp3
5,986,110,"蔬菜","shū cài","野菜","蔬菜和水果通常含有大量维生素。","Shū cài hé shuǐ guǒ tōng cháng hán yǒu dà liàng wéi shēng sù.","野菜と果物には通常大量のビタミンが含まれています。",5Qtango0986.mp3,5Qimi0986.mp3,5Qreibun0986.mp3
5,1131,110,"武器","wǔ qì","武器・兵器","刀使人想到敌人或武器。","Dāo shǐ rén xiǎng dào dí rén huò wǔ qì.","ナイフは人に敵や武器を想像させます。",5Qtango1131.mp3,5Qimi1131.mp3,5Qreibun1131.mp3
5,1276,110,"应用","yìng yòng","使用する・活用する・応用（する）","新技术已经应用于生产中。","Xīn jì shù yǐ jīng yìng yòng yú shēng chǎn zhōng.","新しい技術はすでに生産において使われています。",5Qtango1276.mp3,5Qimi1276.mp3,5Qreibun1276.mp3
5,1421,110,"咨询","zī xún","諮問（する）・相談（する）・コンサルティング（する）","他正在咨询什么？","Tā zhèng zài zī xún shén me?","彼は今何を尋ねていますか？",5Qtango1421.mp3,5Qimi1421.mp3,5Qreibun1421.mp3
5,111,111,"吵","chǎo","やかましい：やかましくする・言い争う","他觉得酒店晚上太吵了。","Tā jué de jiǔ diàn wǎn shang tài chǎo le.","彼はホテルが夜うるさすぎると思っています。",5Qtango0111.mp3,5Qimi0111.mp3,5Qreibun0111.mp3
5,257,111,"独立","dú lì","独立（する）：単独で","女性经济越来越独立甚至代替男人成为了养家者。","Nǚ xìng jīng jì yuè lái yuè dú lì shèn zhì dài tì nán rén chéng wéi le yǎng jiā zhě.","女性の経済力がどんどん独立していって男性に代わって家族の養い手にすらなりました。",5Qtango0257.mp3,5Qimi0257.mp3,5Qreibun0257.mp3
5,403,111,"管子","guǎn zi","パイプ・管","工人正往管子里倒水。","Gōng rén zhèng wǎng guǎn zi li dào shuǐ.","労働者はちょうどパイプに水を注いでいます。",5Qtango0403.mp3,5Qimi0403.mp3,5Qreibun0403.mp3
5,549,111,"角度","jiǎo dù","角度・観点","我们要学会从不同的角度观察事物。","Wǒ men yào xué huì cóng bù tóng de jiǎo dù guān chá shì wù.","私たちは異なる角度から物事を観察することを身につけるべきです。",5Qtango0549.mp3,5Qimi0549.mp3,5Qreibun0549.mp3
5,695,111,"领域","lǐng yù","領域・分野","这个理论被应用到很多领域。","Zhè ge lǐ lùn bèi yìng yòng dào hěn duō lǐng yù.","この理論は多くの分野に応用されています。",5Qtango0695.mp3,5Qimi0695.mp3,5Qreibun0695.mp3
5,841,111,"瞧","qiáo","見る・目を通す[話し言葉]","你瞧，这只猫多可爱啊！","Nǐ qiáo, zhè zhī māo duō kěʼ ài a!","見て、この猫とてもかわいいですよ！",5Qtango0841.mp3,5Qimi0841.mp3,5Qreibun0841.mp3
5,987,111,"书架","shū jià","書架・本棚","作家走进书店，见书架上全是自己的书，很吃惊。","Zuò jiā zǒu jìn shū diàn，jiàn shū jià shang quán shì zì jǐ de shū, hěn chī jīng.","作家が書店に入って、本棚が全て自分の本であるのを見て、驚いきました。",5Qtango0987.mp3,5Qimi0987.mp3,5Qreibun0987.mp3
5,1132,111,"武术","wǔ shù","武術","少林寺位于中国河南省登封市，是少林武术的发源地。","Shào lín sì wèi yú Zhōng guó hé nán shěng dēng fēng shì, shì shào lín wǔ shù de fā yuán dì.","少林寺は中国河南省登封県に位置する、少林武術の発祥の地です。",5Qtango1132.mp3,5Qimi1132.mp3,5Qreibun1132.mp3
5,1277,111,"拥抱","yōng bào","抱擁（する）・抱き合う","一个拥抱比什么安慰的话都温暖。","Yí ge yōng bào bǐ shén me ān wèi de huà dōu wēn nuǎn.","抱きしめることはどんな慰めの言葉よりも心が温まります。",5Qtango1277.mp3,5Qimi1277.mp3,5Qreibun1277.mp3
5,1422,111,"姿势","zī shì","姿勢","你拿笔写字的姿势不对。","Nǐ ná bǐ xiě zì de zī shì bú duì.","あなたはペンを持って、字を書く時の姿勢が正しくないです。",5Qtango1422.mp3,5Qimi1422.mp3,5Qreibun1422.mp3
5,112,112,"吵架","chǎo jià","口げんかをする","她跟老板吵架了。","Tā gēn lǎo bǎn chǎo jià le.","彼女は社長とけんかしました。",5Qtango0112.mp3,5Qimi0112.mp3,5Qreibun0112.mp3
5,258,112,"独特","dú tè","独特だ・ユニークだ","姚明虽然没有接受过正规的主持训练，但是解说比赛有自己独特的风格。","Yáo míng suī rán méi yǒu jiē shòu guo zhèng guī de zhǔ chí xùn liàn, dàn shì jiě shuō bǐ sài yǒu zì jǐ dú tè de fēng gé.","姚明は正規の司会の訓練を受けていないとはいっても、試合の解説には（彼）独自の風格があります。",5Qtango0258.mp3,5Qimi0258.mp3,5Qreibun0258.mp3
5,404,112,"冠军","guàn jūn","優勝・チャンピオン","只要继续保持这种状态，冠军肯定是我们的！","Zhǐ yào jì xù bǎo chí zhè zhǒng zhuàng tài, guàn jūn kěn dìng shì wǒ men de!","この状態が保てさえすれば、優勝もきっと私たちのものです！",5Qtango0404.mp3,5Qimi0404.mp3,5Qreibun0404.mp3
5,550,112,"狡猾","jiǎo huá","ずる賢い","那个妇女觉得商人太狡猾。","Nà ge fù nǚ jué de shāng rén tài jiǎo huá.","その婦人の商人に対する感じはずる賢すぎるということです。",5Qtango0550.mp3,5Qimi0550.mp3,5Qreibun0550.mp3
5,696,112,"流传","liú chuán","広く伝わる・伝播する","这一故事在中国广为流传。","Zhè yí gù shi zài Zhōng guó guǎng wéi liú chuán.","この故事は中国に広く伝わりました。",5Qtango0696.mp3,5Qimi0696.mp3,5Qreibun0696.mp3
5,842,112,"巧妙","qiǎo miào","巧妙だ・巧みだ","足球运动将高超的个人技术与巧妙的集体战术融为一体，产生了一种令人不可抗拒的魅力。","Zú qiú yùn dòng jiāng gāo chāo de gè rén jì shù yǔ qiǎo miào de jí tǐ zhàn shù róng wéi yì tǐ, chǎn shēng le yì zhǒng lìng rén bù kě kàng jù de mèi lì.","サッカーは極めて高い個人の技術と巧妙な集団戦術が融合して一体となり、サッカーというスポーツがある種の抗いがたい魅力を生み出しているのです。",5Qtango0842.mp3,5Qimi0842.mp3,5Qreibun0842.mp3
5,988,112,"输入","shū rù","（データなどを）入力する：（外部から）送り込む・輸入する","请重新输入您的密码。","Qǐng chóng xīn shū rù nín de mì mǎ.","もう一度パスワードを入力してください。",5Qtango0988.mp3,5Qimi0988.mp3,5Qreibun0988.mp3
5,1133,112,"雾","wù","霧・霧のようなもの","因为大雾，航班取消了。","Yīn wèi dà wù, háng bān qǔ xiāo le.","ひどい霧のせいで、フライトがキャンセルになってしいました。",5Qtango1133.mp3,5Qimi1133.mp3,5Qreibun1133.mp3
5,1278,112,"拥挤","yōng jǐ","押し合う・込み合う","春节期间，车站总是很拥挤。","Chūn jié qī jiān, chē zhàn zǒng shì hěn yōng jǐ.","春節期間、駅にはいつも込み合っています。",5Qtango1278.mp3,5Qimi1278.mp3,5Qreibun1278.mp3
5,1423,112,"紫","zǐ","紫(色)","我穿紫色这件好看吗？","Wǒ chuān zǐ sè zhè jiàn hǎo kàn ma? ","私が紫色のこれ（この服）を着るときれいですか？",5Qtango1423.mp3,5Qimi1423.mp3,5Qreibun1423.mp3
5,113,113,"车库","chē kù","車庫・ガレージ","对不起，地上没有车位了，地下车库还有，下去后向左拐。","Duì bu qǐ，dì shang méi yǒu chē wèi le, dì xià chē kù hái yǒu，xià qù hòu xiàng zuǒ guǎi.","申し訳ありませんが、地上には駐車場所がなくなりました。地下車庫にはまだございますので、下りた後、左に曲がってください。",5Qtango0113.mp3,5Qimi0113.mp3,5Qreibun0113.mp3
5,259,113,"短信","duǎn xìn","（携帯電話の）ショートメール","我现在没有笔，请你给我发个短信吧。","Wǒ xiàn zài méi yǒu bǐ, qǐng nǐ gěi wǒ fā ge duǎn xìn ba.","今ペンがありません。私にメールで送ってくれませんか。",5Qtango0259.mp3,5Qimi0259.mp3,5Qreibun0259.mp3
5,405,113,"罐头","guàn tou","缶詰","那瓶罐头过期了。","Nà píng guàn tou guò qī le.","その缶詰は期限切れです。",5Qtango0405.mp3,5Qimi0405.mp3,5Qreibun0405.mp3
5,551,113,"教材","jiào cái","教材・教授の材料","你那儿有学太极拳的教材吗？","Nǐ nà r yǒu xué tài jí quán de jiào cái ma?","あなたのところに太極拳の教材はありますか？",5Qtango0551.mp3,5Qimi0551.mp3,5Qreibun0551.mp3
5,697,113,"流泪","liú lèi","涙を流す","流泪是缓解精神负担的有效方法。","Liú lèi shì huǎn jiě jīng shén fù dān de yǒu xiào fāng fǎ.","涙を流すことは精神の負担を緩和するのに有効な方法です。",5Qtango0697.mp3,5Qimi0697.mp3,5Qreibun0697.mp3
5,843,113,"切","qiē","(刃物で)切る","今天买的肉太硬了，不好切。","Jīn tiān mǎi de ròu tài yìng le, bù hǎo qiē.","今日、買った肉があまりに硬くて切りにくいです。",5Qtango0843.mp3,5Qimi0843.mp3,5Qreibun0843.mp3
5,989,113,"舒适","shū shì","心地よい・快適だ","绿色是舒适之色，能让人从心理上产生一种安全感。","Lǜ sè shì shū shì zhī sè, néng ràng rén cóng xīn lǐ shang chǎn shēng yì zhǒng ān quán gǎn.","緑色は心地よい色で、人の心理に安心感を与えることができます。",5Qtango0989.mp3,5Qimi0989.mp3,5Qreibun0989.mp3
5,1134,113,"勿","wù","～するな・～なかれ[書き言葉]","请勿抽烟。","Qǐng wù chōu yān.","タバコを吸うな。",5Qtango1134.mp3,5Qimi1134.mp3,5Qreibun1134.mp3
5,1279,113,"勇气","yǒng qì","勇気","他的勇气很让我佩服。","Tā de yǒng qì hěn ràng wǒ pèi fu.","彼の勇気は私をとても感心させました。",5Qtango1279.mp3,5Qimi1279.mp3,5Qreibun1279.mp3
5,1424,113,"自从","zì cóng","～から・～以来","自从城市出现后，它就成为人类生活的中心。","Zì cóng chéng shì chū xiàn hòu, tā jiù chéng wéi rén lèi shēng huó de zhōng xīn.","都市が出現してから、それは人類の生活の中心となりました。",5Qtango1424.mp3,5Qimi1424.mp3,5Qreibun1424.mp3
5,114,114,"车厢","chē xiāng","車両","请问补票去哪节车厢？","Qǐng wèn bǔ piào qù nǎ jié chē xiāng?","お尋ねしますが、切符の精算をするのは何号車ですか？",5Qtango0114.mp3,5Qimi0114.mp3,5Qreibun0114.mp3
5,260,114,"断","duàn","（長いものを中間で）切る：途切れる","他一用劲绳子就断了。","Tā yí yòng jìn shéng zi jiù duàn le.","彼が力を入れると縄はすぐに切れました。",5Qtango0260.mp3,5Qimi0260.mp3,5Qreibun0260.mp3
5,406,114,"光滑","guāng huá","つるつるしている","她的皮肤很光滑。","Tā de pí fū hěn guāng huá.","彼女の肌はつるつるしています。",5Qtango0406.mp3,5Qimi0406.mp3,5Qreibun0406.mp3
5,552,114,"教练","jiào liàn","コーチ（する）・訓練する","教练让小李代替我参赛。","Jiào liàn ràng Xiǎo lǐ dài tì wǒ cān sài.","コーチはもう李さんに私の代わりに参加するようにさせました。",5Qtango0552.mp3,5Qimi0552.mp3,5Qreibun0552.mp3
5,698,114,"浏览","liú lǎn","ざっと目を通す","经常上网浏览书籍的读者占被调査者的60%，而从不选择上网浏览的读者仅占25%。","Jīng cháng shàng wǎng liú lǎn shū jí de dú zhě zhàn bèi diào chá zhě de 6 0 %, ér cóng bù xuǎn zé shàng wǎng liú lǎn de dú zhě jǐn zhàn 2 5 %.","いつもネット上で書籍を見る読者が被調査者の60％を占めていますが、ネット上で読書をしようと思ったことのない読者はたった25％です。",5Qtango0698.mp3,5Qimi0698.mp3,5Qreibun0698.mp3
5,844,114,"亲爱","qīn' ài","親愛なる","亲爱的朋友，我很想念你。","Qīnʼ ài de péng you, wǒ hěn xiǎng niàn nǐ.","親愛なる友達よ、私はあなたがとても恋しい。",5Qtango0844.mp3,5Qimi0844.mp3,5Qreibun0844.mp3
5,990,114,"梳子","shū zi","くし","我的梳子不见了。","Wǒ de shū zi bú jiàn le.","私のくしは見つかりません。",5Qtango0990.mp3,5Qimi0990.mp3,5Qreibun0990.mp3
5,1135,114,"物理","wù lǐ","物理","我的父亲是物理学教授。","Wǒ de fù qīn shì wù lǐ xué jiào shòu.","私の父親は物理学の教授です。",5Qtango1135.mp3,5Qimi1135.mp3,5Qreibun1135.mp3
5,1280,114,"用功","yòng gōng","一生懸命勉強する：真剣だ","他学习很用功。","Tā xué xí hěn yòng gōng.","彼は勉強に一生懸命です。",5Qtango1280.mp3,5Qimi1280.mp3,5Qreibun1280.mp3
5,1425,114,"自动","zì dòng","自発的だ・自動の・オートマチックの","百货公司里有一台自动报体重的电子秤。","Bǎi huò gōng sī li yǒu yì tái zì dòng bào tǐ zhòng de diàn zi chèng.","百貨店に自動で体重を読み上げる電子体重計が1 台ありました。",5Qtango1425.mp3,5Qimi1425.mp3,5Qreibun1425.mp3
5,115,115,"彻底","chè dǐ","徹底的だ","请将它彻底删除。","Qǐng jiāng tā chè dǐ shān chú.","それを徹底的に削除して下さい。",5Qtango0115.mp3,5Qimi0115.mp3,5Qreibun0115.mp3
5,261,115,"堆","duī","山積みになったものや人を数える量詞","他把一大堆写好的字拿给父亲看，希望听到几句表扬的话。","Tā bǎ yí dà duī xiě hǎo de zì ná gěi fù qīn kàn, xī wàng tīng dào jǐ jù biǎo yáng de huà.","彼は書き終わった大量の字を父親に見せて、褒め言葉をいくつかもらおうとしました。",5Qtango0261.mp3,5Qimi0261.mp3,5Qreibun0261.mp3
5,407,115,"光临","guāng lín","ご来訪","欢迎光临！","Huān yíng guāng lín! ","ご来訪を歓迎します（ようこそいらっしゃいました）！",5Qtango0407.mp3,5Qimi0407.mp3,5Qreibun0407.mp3
5,553,115,"教训","jiào xùn","教訓（を与える）","这件事给了他深刻的教训。","Zhè jiàn shì gěi le tā shēn kè de jiào xùn.","このことは彼に深い教訓を与えました。",5Qtango0553.mp3,5Qimi0553.mp3,5Qreibun0553.mp3
5,699,115,"龙","lóng","(古代伝説中の動物)竜","赛龙舟是双人比赛。","Sài lóng zhōu shì shuāng rén bǐ sài.","ドラゴンボートレースは2 人で試合をします。",5Qtango0699.mp3,5Qimi0699.mp3,5Qreibun0699.mp3
5,845,115,"亲切","qīn qiè","親しい・心がこもっている・親しみを感じさせる","当人们发现比自己优秀的人也有许多弱点时，会产生某种程度的亲切感。","Dāng rén men fā xiàn bǐ zì jǐ yōu xiù de rén yě yǒu xǔ duō ruò diǎn shí， huì chǎn shēng mǒu zhǒng chéng dù de qīn qiè gǎn.","人々は自分より優秀な人にも多くの弱点があることを知った時、ある程度の親近感を生じさせうるのです。",5Qtango0845.mp3,5Qimi0845.mp3,5Qreibun0845.mp3
5,991,115,"熟练","shú liàn","熟練している・上手だ","我的技术还不熟练。","Wǒ de jì shù hái bù shú liàn.","私の技術がまだ未熟です。",5Qtango0991.mp3,5Qimi0991.mp3,5Qreibun0991.mp3
5,1136,115,"物质","wù zhì","物質・金銭や物品","能源是人类活动的物质基础。","Néng yuán shì rén lèi huó dòng de wù zhì jī chǔ .","エネルギーは人間活動の物質的基盤です。",5Qtango1136.mp3,5Qimi1136.mp3,5Qreibun1136.mp3
5,1281,115,"用途","yòng tú","用途・使い道","小麦的用途很广。","Xiǎo mài de yòng tú hěn guǎng.","小麦粉の用途が幅広いです。",5Qtango1281.mp3,5Qimi1281.mp3,5Qreibun1281.mp3
5,1426,115,"自豪","zì háo","誇りに感じる","能参加这次比赛，我感到很自豪。","Néng cān jiā zhè cì bǐ sài, wǒ gǎn dào hěn zì háo.","この試合に参加できることを、私は自ら誇りに思います。",5Qtango1426.mp3,5Qimi1426.mp3,5Qreibun1426.mp3
5,116,116,"沉默","chén mò","沈黙（する）・口数が少ない","沉默是金。","Chén mò shì jīn.","沈黙は金です。",5Qtango0116.mp3,5Qimi0116.mp3,5Qreibun0116.mp3
5,262,116,"对比","duì bǐ","対比（する）・比較（する）：割合・比例","两者的对比十分明显。","Liǎng zhě de duì bǐ shí fēn míng xiǎn.","両者の対比はとてもはっきりしています。",5Qtango0262.mp3,5Qimi0262.mp3,5Qreibun0262.mp3
5,408,116,"光明","guāng míng","光明・輝き：希望に満ちた","他有很光明的前途。","Tā yǒu hěn guāng míng de qián tú.","彼は希望に満ちた前途があります。",5Qtango0408.mp3,5Qimi0408.mp3,5Qreibun0408.mp3
5,554,116,"接触","jiē chù","（人と）接する・交流する：触れる・触る","与广告公司接触后，他才发现市中心广告位的价格远远高于他的想象。","Yǔ guǎng gào gōng sī jiē chù hòu, tā cái fā xiàn shì zhōng xīn guǎng gào wèi de jià gé yuǎn yuǎn gāo yú tā de xiǎng xiàng.","広告会社と接触して、初めて市の中心部の広告スペースの価格が、彼が想像していたよりずっと高いことが分かりました。",5Qtango0554.mp3,5Qimi0554.mp3,5Qreibun0554.mp3
5,700,116,"漏","lòu","（水・油・空気などが、穴・割れ目から）漏れる・（秘密を）漏らす","厨房的地怎么湿了？水洒了？-不是，有根水管漏水了。","Chú fáng de dì zěn me shī le? Shuǐ sǎ le? - Bú shì, yǒu gēn shuǐ guǎn lòu shuǐ le.","台所の床はどうして濡れていますか？水をこぼしましたか？ -いいえ、水道管から漏水しました。",5Qtango0700.mp3,5Qimi0700.mp3,5Qreibun0700.mp3
5,846,116,"亲自","qīn zì","自ら・自分で","他亲自送客人。","Tā qīn zì sòng kè rén.","彼は自ら客を見送ります。",5Qtango0846.mp3,5Qimi0846.mp3,5Qreibun0846.mp3
